ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
v_meadowmarigras1239-fMZD-1,,v_meadowmarigras1239,fMZD,urlə̑k aka,urlə̑k aka,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fMZD-2,,v_meadowmarigras1239,fMZD,urlə̑k šüžar,urlə̑k šüžar,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fFBS-1,,v_meadowmarigras1239,fFBS,urlə̑k iza,urlə̑k iza,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fFBS-2,,v_meadowmarigras1239,fFBS,urlə̑k šolʹo,urlə̑k šolʹo,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fFZS-1,,v_meadowmarigras1239,fFZS,urlə̑k iza,urlə̑k iza,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fFZS-2,,v_meadowmarigras1239,fFZS,urlə̑k šolʹo,urlə̑k šolʹo,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fMBS-1,,v_meadowmarigras1239,fMBS,urlə̑k iza,urlə̑k iza,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fMBS-2,,v_meadowmarigras1239,fMBS,urlə̑k šolʹo,urlə̑k šolʹo,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fMZS-1,,v_meadowmarigras1239,fMZS,urlə̑k iza,urlə̑k iza,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fMZS-2,,v_meadowmarigras1239,fMZS,urlə̑k šolʹo,urlə̑k šolʹo,,,Russko-marijskij_slovar,,,,
v_meadowmarigras1239-fE-1,,v_meadowmarigras1239,fE,pelaš,pelaš,,,SMJ,,,,
v_meadowmarigras1239-fH-1,,v_meadowmarigras1239,fH,marij,marij,,,SMJ,,,,
v_meadowmarigras1239-fW-1,,v_meadowmarigras1239,fW,βate,βate,,,SMJ,,,,
v_meadowmarigras1239-fHF-1,,v_meadowmarigras1239,fHF,ońo,ońo,,,SMJ,,,,
v_meadowmarigras1239-fHF-2,,v_meadowmarigras1239,fHF,ońača,ońača,,,SMJ,,,,
v_meadowmarigras1239-fHM-1,,v_meadowmarigras1239,fHM,kuγo,kuγo,,,SMJ,,,,
v_meadowmarigras1239-fHM-2,,v_meadowmarigras1239,fHM,aβalijše,aβalijše,,,SMJ,,,,
v_meadowmarigras1239-fHM-3,,v_meadowmarigras1239,fHM,ońaβa,ońaβa,,,SMJ,,,,
v_meadowmarigras1239-fWF-1,,v_meadowmarigras1239,fWF,ońo,ońo,,,SMJ,,,,
v_meadowmarigras1239-fWF-2,,v_meadowmarigras1239,fWF,ońə̑kuγə̑za,ońə̑kuγə̑za,,,SMJ,,,,
v_meadowmarigras1239-fWM-1,,v_meadowmarigras1239,fWM,aβalijše,aβalijše,,,SMJ,,,,
v_meadowmarigras1239-fWM-2,,v_meadowmarigras1239,fWM,kuγo,kuγo,,,SMJ,,,,
v_meadowmarigras1239-fWM-3,,v_meadowmarigras1239,fWM,ońə̑kuwa,ońə̑kuwa,,,SMJ,,,,
v_meadowmarigras1239-feBW-1,,v_meadowmarigras1239,feBW,jeŋga,jeŋga,,,SMJ,,,,
v_meadowmarigras1239-fyBW-1,,v_meadowmarigras1239,fyBW,šeške,šeške,,,SMJ,,,,
v_meadowmarigras1239-feZH-1,,v_meadowmarigras1239,feZH,kurska,kurska,,,SMJ,,,,
v_meadowmarigras1239-fyZH-1,,v_meadowmarigras1239,fyZH,βeŋe,βeŋe,,,SMJ,,,,
v_meadowmarigras1239-fWeB-1,,v_meadowmarigras1239,fWeB,ońə̑ska,ońə̑ska,,,SMJ,,,,
v_meadowmarigras1239-fWyB-1,,v_meadowmarigras1239,fWyB,pörə̑ž,pörə̑ž,,,SMJ,,,,
v_meadowmarigras1239-fWeZ-1,,v_meadowmarigras1239,fWeZ,ońaka,ońaka,,,SMJ,,,,
v_meadowmarigras1239-fWyZ-1,,v_meadowmarigras1239,fWyZ,nuδo,nuδo,,,SMJ,,,,
v_meadowmarigras1239-fHeB-1,,v_meadowmarigras1239,fHeB,ońə̑ska,ońə̑ska,,,SMJ,,,,
v_meadowmarigras1239-fHyB-1,,v_meadowmarigras1239,fHyB,pörə̑ž,pörə̑ž,,,SMJ,,,,
v_meadowmarigras1239-fHeZ-1,,v_meadowmarigras1239,fHeZ,ońaka,ońaka,,,SMJ,,,,
v_meadowmarigras1239-fHyZ-1,,v_meadowmarigras1239,fHyZ,nuδo,nuδo,,,SMJ,,,,
v_meadowmarigras1239-fHyZ-2,,v_meadowmarigras1239,fHyZ,izüδə̑r,izüδə̑r,,,SMJ,,,,
v_meadowmarigras1239-fFW_notM-1,,v_meadowmarigras1239,fFW_notM,izaβa,izaβa,,,SMJ,,,,
v_meadowmarigras1239-fFW_notM-2,,v_meadowmarigras1239,fFW_notM,aβaβel,aβaβel,,,SMJ,,,,
v_meadowmarigras1239-fMH_notF-1,,v_meadowmarigras1239,fMH_notF,ačaβel,ačaβel,,,SMJ,,,,
v_meadowmarigras1239-fMH_notF-2,,v_meadowmarigras1239,fMH_notF,ačalijše,ačalijše,,,SMJ,,,,
v_meadowmarigras1239-fMH_notF-3,,v_meadowmarigras1239,fMH_notF,izača,izača,,,SMJ,,,,
v_meadowmarigras1239-fSW-1,,v_meadowmarigras1239,fSW,šeške,šeške,,,SMJ,,,,
v_meadowmarigras1239-fSWM-1,,v_meadowmarigras1239,fSWM,tulače,tulače,,,SMJ,,,,
v_meadowmarigras1239-fSWF-1,,v_meadowmarigras1239,fSWF,tular,tular,,,SMJ,,,,
v_meadowmarigras1239-fDH-1,,v_meadowmarigras1239,fDH,βeŋe,βeŋe,,,SMJ,,,,
v_meadowmarigras1239-fDHM-1,,v_meadowmarigras1239,fDHM,tulače,tulače,,,SMJ,,,,
v_meadowmarigras1239-fDHF-1,,v_meadowmarigras1239,fDHF,tular,tular,,,SMJ,,,,
v_meadowmarigras1239-fFZH-1,,v_meadowmarigras1239,fFZH,kurska,kurska,,,SMJ,,,,
v_meadowmarigras1239-fMZH-1,,v_meadowmarigras1239,fMZH,kurska,kurska,,,SMJ,,,,
v_meadowmarigras1239-fMBW-1,,v_meadowmarigras1239,fMBW,čüčüńö,čüčüńö,,,SMJ,,,,
v_meadowmarigras1239-fWZH-1,,v_meadowmarigras1239,fWZH,posana,posana,,,SMJ,,,,
v_meadowmarigras1239-fHBW-1,,v_meadowmarigras1239,fHBW,akaβel,akaβel,,,SMJ,,,,
v_mokshamordvinmoks1248-mG-1,,v_mokshamordvinmoks1248,mG,akat-dugatt,akat-dugatt,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mB-1,,v_mokshamordvinmoks1248,mB,brat,brat,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meB-1,,v_mokshamordvinmoks1248,meB,patʹä,patʹä,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meB-2,,v_mokshamordvinmoks1248,meB,alʹńaka,alʹńaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myB-1,,v_mokshamordvinmoks1248,myB,dugan,dugan,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myB-2,,v_mokshamordvinmoks1248,myB,pälʹńä,pälʹńä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myB-3,,v_mokshamordvinmoks1248,myB,väžńä,väžńä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meZ-1,,v_mokshamordvinmoks1248,meZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meZ-2,,v_mokshamordvinmoks1248,meZ,ańaka,ańaka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myZ-1,,v_mokshamordvinmoks1248,myZ,sazər,sazər,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mP-1,,v_mokshamordvinmoks1248,mP,tʹädʹät-alʹät,tʹädʹät-alʹät,,,,,,,
v_mokshamordvinmoks1248-mF-1,,v_mokshamordvinmoks1248,mF,alʹä,alʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mF-2,,v_mokshamordvinmoks1248,mF,"tʹätʹä, tʹetʹa",tʹätʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mF-3,,v_mokshamordvinmoks1248,mF,"tʹätʹä, tʹetʹa",tʹetʹa,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mM-1,,v_mokshamordvinmoks1248,mM,"tʹädʹä, tʹäŕä",tʹädʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mM-2,,v_mokshamordvinmoks1248,mM,"tʹädʹä, tʹäŕä",tʹäŕä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mC-1,,v_mokshamordvinmoks1248,mC,idʹ,idʹ,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mC-2,,v_mokshamordvinmoks1248,mC,pakš,pakš,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mC-3,,v_mokshamordvinmoks1248,mC,tʹaka,tʹaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mC-4,,v_mokshamordvinmoks1248,mC,šaba,šaba,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mS-1,,v_mokshamordvinmoks1248,mS,ćora,ćora,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mD-1,,v_mokshamordvinmoks1248,mD,śtʹiŕ,śtʹiŕ,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFF-1,,v_mokshamordvinmoks1248,mFF,atʹä,atʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFM-1,,v_mokshamordvinmoks1248,mFM,baba,baba,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMF-1,,v_mokshamordvinmoks1248,mMF,ščätʹä,ščätʹä,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMM-1,,v_mokshamordvinmoks1248,mMM,ščava,ščava,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mCC-1,,v_mokshamordvinmoks1248,mCC,unək,unək,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMB-1,,v_mokshamordvinmoks1248,mMB,ščəńä,ščəńä,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFeB-1,,v_mokshamordvinmoks1248,mFeB,oćä,oćä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFeZ-1,,v_mokshamordvinmoks1248,mFeZ,oću aka,oću aka,,172–173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFyZ-1,,v_mokshamordvinmoks1248,mFyZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMeZ-1,,v_mokshamordvinmoks1248,mMeZ,oću aka,oću aka,,172–173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMeZ-2,,v_mokshamordvinmoks1248,mMeZ,ščaka,ščaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMyZ-1,,v_mokshamordvinmoks1248,mMyZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mBS-1,,v_mokshamordvinmoks1248,mBS,plʹəmäńńək,plʹəmäńńək,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mBD-1,,v_mokshamordvinmoks1248,mBD,plʹəmäńńəca,plʹəmäńńəca,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mZS-1,,v_mokshamordvinmoks1248,mZS,plʹəmäńńək,plʹəmäńńək,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mZD-1,,v_mokshamordvinmoks1248,mZD,plʹəmäńńəca,plʹəmäńńəca,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mZD-2,,v_mokshamordvinmoks1248,mZD,ujvəś,ujvəś,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFZD-1,,v_mokshamordvinmoks1248,mFZD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFBD-1,,v_mokshamordvinmoks1248,mFBD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMBD-1,,v_mokshamordvinmoks1248,mMBD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMZD-1,,v_mokshamordvinmoks1248,mMZD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFBS-1,,v_mokshamordvinmoks1248,mFBS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFZS-1,,v_mokshamordvinmoks1248,mFZS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMBS-1,,v_mokshamordvinmoks1248,mMBS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMZS-1,,v_mokshamordvinmoks1248,mMZS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mE-1,,v_mokshamordvinmoks1248,mE,pola,pola,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mE-2,,v_mokshamordvinmoks1248,mE,miŕtʹtʹ-əŕvat,miŕtʹtʹ-əŕvat,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mH-1,,v_mokshamordvinmoks1248,mH,miŕdʹä,miŕdʹä,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mW-1,,v_mokshamordvinmoks1248,mW,ava,ava,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mW-2,,v_mokshamordvinmoks1248,mW,əŕvä,əŕvä,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHF-1,,v_mokshamordvinmoks1248,mHF,atʹävəś,atʹävəś,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHF-2,,v_mokshamordvinmoks1248,mHF,lomań tʹätʹä/tʹetʹa,lomań tʹätʹä,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHF-3,,v_mokshamordvinmoks1248,mHF,lomań tʹätʹä/tʹetʹa,tʹetʹa,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHM-1,,v_mokshamordvinmoks1248,mHM,avəś,avəś,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWF-1,,v_mokshamordvinmoks1248,mWF,atʹävəś,atʹävəś,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWF-2,,v_mokshamordvinmoks1248,mWF,batʹka,batʹka,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWM-1,,v_mokshamordvinmoks1248,mWM,avəź baba,avəź baba,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWM-2,,v_mokshamordvinmoks1248,mWM,matka,matka,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meBW-1,,v_mokshamordvinmoks1248,meBW,alʹəŕvä,alʹəŕvä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meBW-2,,v_mokshamordvinmoks1248,meBW,"uŕaž, vəŕäš",uŕaž,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meBW-3,,v_mokshamordvinmoks1248,meBW,"uŕaž, vəŕäš",vəŕäš,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meBW-4,,v_mokshamordvinmoks1248,meBW,maza,maza,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myBW-1,,v_mokshamordvinmoks1248,myBW,pälʹńəŕvä,pälʹńəŕvä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-myBW-2,,v_mokshamordvinmoks1248,myBW,odəŕvä,odəŕvä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meZH-1,,v_mokshamordvinmoks1248,meZH,äzna,äzna,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-meZH-2,,v_mokshamordvinmoks1248,meZH,šičä,šičä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWB-1,,v_mokshamordvinmoks1248,mWB,"šuŕin, šuŕəń",šuŕin,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWB-2,,v_mokshamordvinmoks1248,mWB,"šuŕin, šuŕəń",šuŕəń,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWeB-1,,v_mokshamordvinmoks1248,mWeB,alʹǵä,alʹǵä,,175,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWyB-1,,v_mokshamordvinmoks1248,mWyB,alʹńaka,alʹńaka,,175,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWyB-2,,v_mokshamordvinmoks1248,mWyB,"baźä, pälʹźä, paźä",baźä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWyB-3,,v_mokshamordvinmoks1248,mWyB,"baźä, pälʹźä, paźä",pälʹźä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWyB-4,,v_mokshamordvinmoks1248,mWyB,"baźä, pälʹźä, paźä",paźä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWZ-1,,v_mokshamordvinmoks1248,mWZ,"baldəz, paldəs",baldəz,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWZ-2,,v_mokshamordvinmoks1248,mWZ,"baldəz, paldəs",paldəs,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHeB-1,,v_mokshamordvinmoks1248,mHeB,alʹǵä,alʹǵä,,175,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHyB-1,,v_mokshamordvinmoks1248,mHyB,alʹńaka,alʹńaka,,175,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHeZ-1,,v_mokshamordvinmoks1248,mHeZ,aklʹä,aklʹä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHeZ-2,,v_mokshamordvinmoks1248,mHeZ,oću śtʹiŕ,oću śtʹiŕ,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHyZ-1,,v_mokshamordvinmoks1248,mHyZ,avańä,avańä,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHyZ-2,,v_mokshamordvinmoks1248,mHyZ,ulmań,ulmań,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFW_notM-1,,v_mokshamordvinmoks1248,mFW_notM,od ava,od ava,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFW_notM-2,,v_mokshamordvinmoks1248,mFW_notM,od tʹädʹä,od tʹädʹä,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mFW_notM-3,,v_mokshamordvinmoks1248,mFW_notM,af radnoj tʹädʹä,af radnoj tʹädʹä,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMH_notF-1,,v_mokshamordvinmoks1248,mMH_notF,od alʹä,od alʹä,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mMH_notF-2,,v_mokshamordvinmoks1248,mMH_notF,af radnoj alʹä,af radnoj alʹä,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mSW-1,,v_mokshamordvinmoks1248,mSW,əŕväńä,əŕväńä,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mDH-1,,v_mokshamordvinmoks1248,mDH,ov,ov,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mDH-2,,v_mokshamordvinmoks1248,mDH,äzna,äzna,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mWeZH-1,,v_mokshamordvinmoks1248,mWeZH,svajak,svajak,,176,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHyZH-1,,v_mokshamordvinmoks1248,mHyZH,alʹńaka,alʹńaka,,175,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-mHeBW-1,,v_mokshamordvinmoks1248,mHeBW,kel,kel,,177,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fG-1,,v_mokshamordvinmoks1248,fG,akat-dugatt,akat-dugatt,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fB-1,,v_mokshamordvinmoks1248,fB,brat,brat,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-feB-1,,v_mokshamordvinmoks1248,feB,patʹä,patʹä,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-feB-2,,v_mokshamordvinmoks1248,feB,alʹńaka,alʹńaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fyB-1,,v_mokshamordvinmoks1248,fyB,dugan,dugan,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fyB-2,,v_mokshamordvinmoks1248,fyB,pälʹńä,pälʹńä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fyB-3,,v_mokshamordvinmoks1248,fyB,väžńä,väžńä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-feZ-1,,v_mokshamordvinmoks1248,feZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-feZ-2,,v_mokshamordvinmoks1248,feZ,ańaka,ańaka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fyZ-1,,v_mokshamordvinmoks1248,fyZ,sazər,sazər,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fP-1,,v_mokshamordvinmoks1248,fP,tʹädʹät-alʹät,tʹädʹät-alʹät,,,,,,,
v_mokshamordvinmoks1248-fF-1,,v_mokshamordvinmoks1248,fF,alʹä,alʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fF-2,,v_mokshamordvinmoks1248,fF,"tʹätʹä, tʹetʹa",tʹätʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fF-3,,v_mokshamordvinmoks1248,fF,"tʹätʹä, tʹetʹa",tʹetʹa,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fM-1,,v_mokshamordvinmoks1248,fM,"tʹädʹä, tʹäŕä",tʹädʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fM-2,,v_mokshamordvinmoks1248,fM,"tʹädʹä, tʹäŕä",tʹäŕä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fC-1,,v_mokshamordvinmoks1248,fC,idʹ,idʹ,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fC-2,,v_mokshamordvinmoks1248,fC,pakš,pakš,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fC-3,,v_mokshamordvinmoks1248,fC,tʹaka,tʹaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fC-4,,v_mokshamordvinmoks1248,fC,šaba,šaba,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fS-1,,v_mokshamordvinmoks1248,fS,ćora,ćora,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fD-1,,v_mokshamordvinmoks1248,fD,śtʹiŕ,śtʹiŕ,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFF-1,,v_mokshamordvinmoks1248,fFF,atʹä,atʹä,,169,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFM-1,,v_mokshamordvinmoks1248,fFM,baba,baba,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMF-1,,v_mokshamordvinmoks1248,fMF,ščätʹä,ščätʹä,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMM-1,,v_mokshamordvinmoks1248,fMM,ščava,ščava,,170,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fCC-1,,v_mokshamordvinmoks1248,fCC,unək,unək,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMB-1,,v_mokshamordvinmoks1248,fMB,ščəńä,ščəńä,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFeB-1,,v_mokshamordvinmoks1248,fFeB,oćä,oćä,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFeZ-1,,v_mokshamordvinmoks1248,fFeZ,oću aka,oću aka,,172–173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFyZ-1,,v_mokshamordvinmoks1248,fFyZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMeZ-1,,v_mokshamordvinmoks1248,fMeZ,oću aka,oću aka,,172–173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMeZ-2,,v_mokshamordvinmoks1248,fMeZ,ščaka,ščaka,,171,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMyZ-1,,v_mokshamordvinmoks1248,fMyZ,aka,aka,,172,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fBS-1,,v_mokshamordvinmoks1248,fBS,plʹəmäńńək,plʹəmäńńək,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fBD-1,,v_mokshamordvinmoks1248,fBD,plʹəmäńńəca,plʹəmäńńəca,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fZS-1,,v_mokshamordvinmoks1248,fZS,plʹəmäńńək,plʹəmäńńək,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fZD-1,,v_mokshamordvinmoks1248,fZD,plʹəmäńńəca,plʹəmäńńəca,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fZD-2,,v_mokshamordvinmoks1248,fZD,ujvəś,ujvəś,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFZD-1,,v_mokshamordvinmoks1248,fFZD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFBD-1,,v_mokshamordvinmoks1248,fFBD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMBD-1,,v_mokshamordvinmoks1248,fMBD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMZD-1,,v_mokshamordvinmoks1248,fMZD,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFBS-1,,v_mokshamordvinmoks1248,fFBS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fFZS-1,,v_mokshamordvinmoks1248,fFZS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMBS-1,,v_mokshamordvinmoks1248,fMBS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fMZS-1,,v_mokshamordvinmoks1248,fMZS,ujmakš,ujmakš,,173,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fE-1,,v_mokshamordvinmoks1248,fE,pola,pola,,174,meszaros_mordvin_2001,,,,
v_mokshamordvinmoks1248-fE-2,,v_mokshamordvinmoks1248,fE,miŕtʹtʹ-əŕvat,miŕtʹtʹ-əŕvat,,174,meszaros_mordvin_2001,,,,
