"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"954","fMByS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1564","fMByS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"963","fMZeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1573","fMZeS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"964","fMZyS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1574","fMZyS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"913","fMBeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1523","fMBeD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"914","fMByD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1524","fMByD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"923","fMZeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1533","fMZeD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"924","fMZyD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1534","fMZyD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
